,원문,kobart,TextLank
75,뷔페 아르바이트를 하며 학업을 병행했던 시기가 매우 힘들었습니다 주 일 동안 하교 후 출근해야 했고 이 전보다 많은 강의를 수강하였기에 둘을 병행하기가 쉽지 않았습니다 아르바이트를 하다가 갑자기 코피를 흘릴 정도였습니다 특히 처음 개월 동안은 대학 학기와 정확히 겹치면서 아르바이트를 처음 시작하여 적응하는 시기였기에 힘겨움이 최고조였습니다 그러나 어느  것 하나 소홀히 할 수 없었습니다 아르바이트를 소홀히 하면 동료들에게 피해가 가 고 학업을 소홀히 하면 성적이 떨어지기 때문이었습니다 이러한 상황을 타개하기 위해 철저한 학습관리가 우선적으로 필요하다고 판단했습니다 수 강하는 강의의 난이도를 각각 산정하여 난이도에 따라 일주일에 투입할 시간을 정했습니다 가장 어렵게 느껴졌던 통계학은 일주일에 시간 비교적 쉽 게 느껴졌던 전공 수업은 일주일에 시간을 배분하는 식이었습니다 투입 시간을 정해 놓으니 목표가 확실해져 집중력을 극대화할 수 있었습니다 아르바이트 업무에 빠르게 적응하기 위해 동료들에게 도움을 요청하기도 했습니다 업무에 대해 세세한 내용까지 물어보고 최대한 많이 일하려 노력했습니다 또한 체력을 길러야겠다는 생각에 퇴근 후 집까지 분 동안 걸어가기도 했습니 다 점차 생활에 익숙해지며 균형을 찾을 수 있었고 당시 학기 성적은 이전에 받았던 어떤 평점보다 높은 점수를 받을 수 있었습니다,"뷔페 아르바이트를 하며 주 일 동안 하교 후 출근해야 했고 이 전보다 많은 강의를 수강하였기에 둘을 병행하기가 쉽지 않았으며 특히 통계학은 일주일에 시간 비교적 쉽 게 느껴졌던 전공 수업은 일주일에 시간을 배분하는 식이었으며, 통계학은 일주일에 시간 비교적 쉽 게 느껴졌던 전공 수업은 일주일에 시간을 배분하는 식이었으며 통계학은 일주일에 시간 비교적 쉽 게 느껴졌던 전공 수업은 일주일에 시간을 배분하는 식이었다.","뷔페 아르바이트를 하며 학업을 병행했던 시기가 매우 힘들었습니다.
아르바이트를 소홀히 하면 동료들에게 피해가 가 고 학업을 소홀히 하면 성적이 떨어지기 때문이었습니다.
투입 시간을 정해 놓으니 목표가 확실해져 집중력을 극대화할 수 있었습니다.
아르바이트 업무에 빠르게 적응하기 위해 동료들에게 도움을 요청하기도 했습니다."
76,저는 평소 스트레스를 잘 견디는 편입니다 어려운 상황을 맞닥뜨리더라도 힘든 내색을 보이거나 좌절하지 않고 묵 묵히 견디며 할 일을 끝까지 해냅니다 과거 물류센터 콜센터 뷔페 아르바이트를 했을 때 신 체 정신적으로 정말 힘들었지만 꾹 참고 견디며 누구보다 많이 누구보다 정확하게 업무를 수행했습니다 우리은행에서 어떠한 업무를 맡더라도 잘 견 뎌내며 주어진 일을  충실히 해내겠습니다,우리은행에서 어떠한 업무를 맡더라도 잘 견 뎌내며 주어진 일을  충실히 해내겠습니다,과거 물류센터 콜센터 뷔페 아르바이트를 했을 때 신 체 정신적으로 정말 힘들었지만 꾹 참고 견디며 누구보다.
77,세일즈 사람의 마음을 움직이는 일 세일즈는 사람의 마음을 움직이는 일입니다 기업 간 세일즈 일수록 거래처의 고객들까지 깊이 이해하고 상호 할 수 있는 구조가 중요합니다 인턴 시절에는 초기 스타트업의 성장을 위한 대외협력 업무를 통해 세일즈 이해를 높였습니다 대사관 대학교 기업 등 다양한 기업들과의 협업을 경험하며 바운 더리를 넘나드는 협업 포인트를 발굴 할 수 있었습니다 또한 에서 근무하면서 데이터를 바탕으로 직접 고객을 응대하였습니다 일 목표 매출 달성을 위한 구매 전환율 및 고객 객단가 현황을 실시간으로 파악하고 이를 바탕으로 고객을 응대하였습니다 고객의 구매 전환율을 높이기 위해 자세한 상품 설명부터 객 단가 증가를 위한 연계 상품 추천 등을 경험하며 영업인으로서의 역량을 키웠습니다 를 넘나든 인사이 트를 통해 오뚜기의 이익과 고객사의 성장까지 고민할 수 있는 영업인이 되겠습니다,인턴 시절에는 초기 스타트업의 성장을 위한 대외협력 업무를 통해 세일즈 이해를 높였으며 대사관 대학교 기업 등 다양한 기업들과의 협업을 경험하며 바운 더리를 넘나드는 협업 포인트를 발굴 할 수 있었으며 일 목표 매출 달성을 위한 구매 전환율 및 고객 객단가 현황을 실시간으로 파악하고 이를 바탕으로 고객을 응대하였고 고객의 구매 전환율을 높이기 위해 자세한 상품 설명부터 객 단가 증가를 위한 연계 상품 추천 등을 경험하며 영업인으로서의 역량을 키웠다.,"세일즈 사람의 마음을 움직이는 일 세일즈는 사람의 마음을 움직이는 일입니다.
기업 간 세일즈 일수록 거래처의 고객들까지 깊이 이해하고 상호 할 수 있는 구조가 중요합니다."
78,삼고 초려의 소통을 통한 목표 달성 거절을 두려워하지 않고 적극적으로 소통하여 목표를 달성해내는 태도가 영업인으로서의 가장 중요한 역량입니다 대학 시절 커뮤니티를 운영하였습니다 커뮤니티 구축을 위해선 일반인의 참여가 필요했습니다 일반인을 커뮤니티에 참여 시키기 위해 봉사시간을 제공하고자 하였고 이를 위해선 봉사 시간 부여가 가능한 비영리 기관과의 협업 이 필요했습니다 초기에 비영리기관에 전화로 요청 드렸으나 학생 단위 프로젝트엔 기관명을 노출시키기 부담스럽다는 의견이었습니다 하지만 이에 굴하지 않고 대면 미팅을 요청 드렸습니다 직접 찾아뵙고 년 간의 프로젝트 진행 과정을 보여드리고 프로젝트를 대하는 진심 어린 태도를 어 필하였습니다 삼고 초려 끝에 기관 명의로 봉사 시간을 부여 받을 수 있었고 이를 활용해  커뮤니티 프로그램을 개월간 운영할 수 있었습니다,삼고 초려의 소통을 통한 목표 달성 거절을 두려워하지 않고 적극적으로 소통하여 목표를 달성해내는 태도가 영업인으로서의 가장 중요한 역량이다.,"커뮤니티 구축을 위해선 일반인의 참여가 필요했습니다.
일반인을 커뮤니티에 참여 시키기 위해 봉사시간을 제공하고자 하였고 이를 위해선 봉사 시간 부여가 가능한 비영리 기관과의 협업 이 필요했습니다."
79,고객의 일상에 스며드는 오뚜기를 만들어 나가는 영업인 국민 소득이 증가함에 따라 고객 니즈는 초세분화 되고 있고 이는 식품 산업군에서 두드러집니 다 오뚜기는 회전율이 높은 상품군을 중심으로 사람들의 삶에 깊이 자리하고 있습니다 오뚜기가 더 많은 사람들의 일상에 자리 잡는 과정을 세일즈 담당자로서 함께 하고 싶습니다 첫째로 유통채널을 꿰 뚫는 세일즈맨으로 성장 하고 싶습니다 코로나 이후 유통채널이 다각화되고 있습니다 유통 채널 특성에 따라 고객의 소비 성향은 확연히 다르고 같은 유통채널이라도 상권별로 주력 상품군이 달라집니다 오뚜기 세일즈맨으로서 유통채널 별 상권별 고객 데이터를 바탕으로 상품을 공급하는 데이터 영업인으로 성장하고 싶습니다 나아가 끊임없이 변해가는 식품에 대한 고객 니즈에 기 민하게 반응하겠습니다 영 업현장 최일선에서 발견한 고객 를 놓치지 않고 전달하여 세일즈 바운더리를 넘어 더 많은 고객에게 오뚜기의 가치를 전할 수 있는 영업인으로 성장하고 싶습니다,고객의 일상에 스며드는 오뚜기를 만들어 나가는 영업인 국민 소득이 증가함에 따라 고객 니즈는 초세분화 되고 있고 회전율이 높은 상품군을 중심으로 사람들의 삶에 깊이 자리하고 있는 오뚜기가 더 많은 사람들의 일상에 자리 잡는 과정을 세일즈 담당자로서 함께 하고 싶다.,"오뚜기는 회전율이 높은 상품군을 중심으로 사람들의 삶에 깊이 자리하고 있습니다.
오뚜기가 더 많은 사람들의 일상에 자리 잡는 과정을 세일즈 담당자로서 함께 하고 싶습니다."
80,산업안전 또한 핵심 가치가 되어야 합니다 식품안전뿐만 아니라 산업안전도 핵심가치로 하여 소비자와 생산자에게 신뢰를 줄 수 있는 기업이 되어야 한다고 생각합니다 내년부터 시행되는 중대재해 처벌법으로 인해 사고 발생 시 생산과 신뢰에 큰 손해를 끼칠 수 있습니다 따라서 사고를 예방하는 것이 최우선 과제가 되었습니다 또한 상대적으로 안전에 대한 투자 비용이  부족한 협력사의 안전까지 신경 써야 한다고 생각합니다 저는 상생안전 으로 중대재해 처벌법을 대응하고 무재해를 이루고자 합니다 상생 안전 농협목우촌에 입사하게 된다면 안전 지킴이가 되어 재해율 감소와 지속가능한 경영에 기여하겠습니다 온라인 유통망 증설 펫 사업 등 지속적인 사업 확대로 인해 생산량이 증가하고 있습니다 이에 수반되는 생산 시설과 협력업체의  증대는 곧 재해율 증가로 이어질 수 있습니다 저는 공단에서 곳의 사업장에서 안전 순찰 및 지도 하고 안전수칙 준수풍토를 조성하였습니다 이러한 경험으로 얻은 위험 요인 발굴 안전문화 조성의 역량으로 대 내외 안전점검에 적극적으로 참여하고 사업장 안전문화 조성을 이루겠습니다 하인 리히의 법칙에 따르면 건의 중대 재해는 건의 경미한 사고에서 비롯된다고 합니다 사소 한 사고를 예방하고 감소 시켜 중대 재해가 발생할 수 없는 환경을 만들겠습니다,식품안전뿐만 아니라 산업안전도 핵심가치로 하여 소비자와 생산자에게 신뢰를 줄 수 있는 기업이 되어야 한다고 생각하며 내년부터 시행되는 중대재해 처벌법으로 인해 사고 발생 시 생산과 신뢰에 큰 손해를 끼칠 수 있기 때문에 유통망 증설 펫 사업 등 지속적인 사업 확대로 인해 수반되는 생산 시설과 협력업체의  증대는 곧 재해율 증가로 이어질 수 있다.,"식품안전뿐만 아니라 산업안전도 핵심가치로 하여 소비자와 생산자에게 신뢰를 줄 수 있는 기업이 되어야 한다고 생각합니다.
내년부터 시행되는 중대재해 처벌법으로 인해 사고 발생 시 생산과 신뢰에 큰 손해를 끼칠 수 있습니다.
이에 수반되는 생산 시설과 협력업체의  증대는 곧 재해율 증가로 이어질 수 있습니다."
81,선제적으로 위험 요인을 발굴하는 능력과 근로자와 의사소통 역량을 키웠습니다 해당 직무는 사업장의 위험 요소를 체계적으로 관리하여 쾌적하고 안전한 사업장을 조성하는 업무입니다 특히 내년부터 시행되는 중대재해 처벌법에 대응하여야 합니다 이를 원활하게 수행하기 위해서는 사업장의 위험 요소를 선제적으로 파악하고 예방 계획을 세우는 능력이 필요합니다 이를 위해 산업안 전기사를 취득하여 산업안전보건법 위험기계기구의 올바른 사용 및 유지 관리에 대한 지식을 갖췄습니다 또한 공단에서 다양한 사업장에 안전 순찰을 한 경험을 바탕으로 위험 요소의 발굴 및 조치 현장의 근로자에게 안전 수칙 준수 독려와 귀사의 안전 담당자로서 원활한 대관 업무를 수행할 자신이 있습니다 총 곳의 제조업 폐기물 처리업 건물관리업의 현장을 불시에 방문하 여 순찰 협조를 구하고 사업주가 미처 발견하지 못했던 위험 요소를 발견하고 해당 요소를 제거할 것을 지도 조언하였습니다 그 중 식품 가공업체에서는 시동키가 꽂힌 채 정차되어 있는 지게차 식품 가공용 기계의 동력 전달장치의 방호 장치 미부착 트롤리 컨베이어 안전검사 미 실시 안전 난간 미설치 등을 개선할 것을 권고하였습니다 이러한 활동을 통해 현장 근로자 및 관계 자와의 소통 안전수칙 준수 여부 파악 등 재해 예방에 필요한 역량을 키웠습니다,총 곳의 제조업 폐기물 처리업 건물관리업의 현장을 불시에 방문하 여 순찰 협조를 구하고 사업주가 발견하지 못했던 위험 요소를 발견하고 해당 요소를 제거할 것을 지도 조언하였으며 이를 통해 현장 근로자 및 관계 자와의 소통 안전수칙 준수 여부 파악 등 재해 예방에 필요한 역량을 키웠다.,"선제적으로 위험 요인을 발굴하는 능력과 근로자와 의사소통 역량을 키웠습니다.
이를 원활하게 수행하기 위해서는 사업장의 위험 요소를 선제적으로 파악하고 예방 계획을 세우는 능력이 필요합니다."
82,사회성이 좋아 다양한 사람과 좋은 관계를 맺고 있습니다 외향적인 성격으로 고등학생 때부터 음식점 놀이공원 공장 등에서 아르바이트를 하며 다양한 사람들과 교류를 하였습니다 고등학교 학년 시절에는 인천에서 김해로 이사로 온 후 새롭게 사귄 친구들과 고향 친구들 모두 좋은 관계를 유지하고 있습니다 사회 복무요원으로 복무했던 지역아동센터의 아이들에게 재밌고 편 한 사람으로 기억되고 있습니다 복무를 마친 후에도 번 간식을 들고 찾아갔는데 아이들은 항상 반갑게 맞이 해주었습니다 지금은 팀에서 가장 막내로 일하고 있습니다 팀 구성원의 대부분이 대 이상의 어른들입니다 저의 파트너께서 예의 바르고 일할 때 적극적으로 임하는 모습이 좋다고 말씀해 주셨습니다 제가 입사하게 된다면 이 성격을 바탕으로 원활한 직장 생활을 할  수 있다고 자신할 수 있습니다 사람을 쉽게 믿어 손해를 보는 경우가 있습니다 사적인 고민거리를 쉽게 털어놓아 곤란한 상황에 빠진 적이 있습니다 알게 된 지 얼마 되지 않은 동료에게 고민을 털어놓은 후 주변 사람의 달라진 시선을 느꼈습니다 또한 아르바이트를 하며 알게 된 동생에게 돈을 빌려주었다가 받지 못한 적이 있습니다 하지만 지금도 다양한 사람들과 관 계를 맺는 것은 행복한 일이라고 생각합니다 따라서 마음속의 이야기나 리스크가 있는 행동은 신중하게 하여 상처받지 않으려고 노력하고 있습니다,외향적인 성격으로 고등학생 때부터 음식점 놀이공원 공장 등에서 아르바이트를 하며 다양한 사람들과 교류를 하였고 고등학교 학년 시절에는 인천에서 김해로 이사로 온 후 새롭게 사귄 친구들과 고향 친구들 모두 좋은 관계를 유지하고 있다.,"사회성이 좋아 다양한 사람과 좋은 관계를 맺고 있습니다.
외향적인 성격으로 고등학생 때부터 음식점 놀이공원 공장 등에서 아르바이트를 하며 다양한 사람들과 교류를 하였습니다.
고등학교 학년 시절에는 인천에서 김해로 이사로 온 후 새롭게 사귄 친구들과 고향 친구들 모두 좋은 관계를 유지하고 있습니다.
또한 아르바이트를 하며 알게 된 동생에게 돈을 빌려주었다가 받지 못한 적이 있습니다."
83,진심 어린 말 한마디의 힘 사업주의 안전에 대한 생각을 바꾼 경험이 있습니다 안전 순찰을 당시 작업의 편의만을 위해 방호 장치들이 불량한 사업장이 더러 있었습니다 지적사항들의 개선을 당부 드리며 사고가 나서 다치고 수습하는 것보다 평소에 조금 귀찮은 게 낫지 않겠습니까 라고 하였습니다 현장에서 별다른 반응은 없었지만 약 주 뒤 관계자께서 개선된 모습을  사진을 찍어 문자로 보내주셨을 때 감사함과 뿌듯함을 느꼈습니다 걱정이 많은 친구의 근심을 덜었던 경험이 있습니다 친구 는 일어날지도 모르는 일을 과하게 걱정하여 평소 스트레스를 잘 받는 성격입니다 저는 친구의 근심을 어떻게 하면 덜어줄 수 있을지 고민하였습니다 당장 고민을 해결할 방법을 알려주거나 도움을 주는 것은 효과가 있을 순 있지만 일시적이라고 생 각하였습니다 고민 끝에 다음과 같은 말을 해주었습니다 인생이라는 책은 앞에서부터 읽는 거야 누가 책을 뒤에서부터 읽어 그리고 그 책의 저자는 우리야 친구는 맞는 말이라며 공감하였습니다 그 이후로 친구의 스트레스는 줄어들었고 걱정만 하지 않고 실천하는 습관을 기르기 위해 저와 함께 주말마다 도서관을 다니고 있습니다 사람은 쉽게 바뀌지 않는다고 합니다 하지 만 말 한마디로 사람은 바뀔 수 있다는 것을 깨달았고 계속해서 언행에 신경 쓰고 있습니다,안전 순찰을 당시 작업의 편의만을 위해 방호 장치들이 불량한 사업장이 더러 있었으며 지적사항들의 개선을 당부 드리며 사고가 나서 다치고 수습하는 것보다 평소에 조금 귀찮은 게 낫지 않겠습니까 라고 하였다.,"진심 어린 말 한마디의 힘 사업주의 안전에 대한 생각을 바꾼 경험이 있습니다.
걱정이 많은 친구의 근심을 덜었던 경험이 있습니다.
사람은 쉽게 바뀌지 않는다고 합니다.
하지 만 말 한마디로 사람은 바뀔 수 있다는 것을 깨달았고 계속해서 언행에 신경 쓰고 있습니다다."
84,외향적인 성격으로 사회성이 좋습니다 고등학생 때부터 음식점 놀이공원 공장 등에서 아르바이트를 하며 다양한 사람들과 교류를 하였습니다 고등학교 학년 시절 인천에서 김해로 이사 온 후 새롭게 사귄 친구들과 고향 친구들 모두 좋은 관계를 유지하고 있습니다 대학교 시절엔 친구들과 여행을 다니며 추억을 쌓았습니다 일본에서 태풍으로 인한 결항 때문에 공항에서 노 숙하며 고생했던 것이 기억에 남습니다 공단에서 대의 어른들과 함께 일하며 기성세대에 대한 공감 능력을 키울 수 있었습니다 이러한 저의 사회성을 바탕으로 원활한 직장 생활을 할 수 있다고 자신할 수 있습니다 사람을 쉽게 믿어 손해를 보는 경우가 있습니다 사적인 고민거리를 쉽게 털어놓아 곤란한 상황에 빠진 적이 있습니다 알게 된 지 얼마 되지 않은 동료에 게 고민을 털어놓은 후 주변 사람의 달라진 시선을 느꼈습니다 또한 아르바이트를 하며 알게 된 동생에게 돈을 빌려주었다가 받지 못한 적이 있습니다 하지만 지금도 다양한 사람들과 관계를 맺는 것은 행복한 일이라고 생각합니다 따라서 마음속의 이야기나 행동은 신중하게 하여 상처 받지 않으려고 노력하고 있습니다,고등학교 학년 시절 인천에서 김해로 이사 온 후 새롭게 사귄 친구들과 고향 친구들 모두 좋은 관계를 유지하고 있으며 대학교 시절엔 친구들과 여행을 다니며 추억을 쌓았으며 공단에서 대의 어른들과 함께 일하며 기성세대에 대한 공감 능력을 키울 수 있었다.,"고등학생 때부터 음식점 놀이공원 공장 등에서 아르바이트를 하며 다양한 사람들과 교류를 하였습니다.
고등학교 학년 시절 인천에서 김해로 이사 온 후 새롭게 사귄 친구들과 고향 친구들 모두 좋은 관계를 유지하고 있습니다.
또한 아르바이트를 하며 알게 된 동생에게 돈을 빌려주었다가 받지 못한 적이 있습니다."
85,저로 인해 타인에게 긍정적인 영향을 끼칠 때 뿌듯함을 느낍니다 안전관리자는 사업장의 위험 요소를 체계적으로 관리하여 쾌적하고 안전한 사업장을 조성하는 사람입니다 저의 역량들을 바탕으로 사고를 예방하여 임직원의 안전을 보장하고 회사의 성장에 이 바지하는 것은 저에게도 가치 있는 일이 될 것입니다 선제적으로 위험 요인을 발굴하는 능력과 근로자와 의사소통 역량 을 키웠습니다 산업안전기사를 취득하여 산업안전보건법 위험 기계 기구의 올바른 사용 및 유지 관리 등에 대한 지식을 갖췄습니다 또한 공단에서 총 곳의 사업장에 불 시에 방문하여 순찰 협조를 구하고 사업주가 미처 발견하지 못했던 위험 요소를 발견하고 해당 요소를 제거할 것을 지도 조언하였습니다 주로 대 위험 기계 기구의 핵심 위험요인 이행 여부를 파악하였습니 다 금속 가공업 열처리 업체에서는 크레인 프레스 컨베이어 등의 핵심 위험요인을 파악하였으며 해지 장치 블록체인 연마기 등의 상태 보호구 착용 상태 안전검사 실시 여부 등과 사업장 곳곳의 위험 요소들을 점검하고 개선할 것을 당부드렸습니다 이러한 활동을 통해 안전 문화 조성 협력사 안전 관리에 대한 역량을 길렀습니다 현대자동차에 입사한다면 저의 역량을 바탕으 로 유해 요인을 선제적으로 발굴하고 사고를 감소시켜 중대 재해가 발생할 수 없는 환경을 만들겠습니다,안전관리자는 사업장의 위험 요소를 체계적으로 관리하여 쾌적하고 안전한 사업장을 조성하는 사람인데 선제적으로 위험 요인을 발굴하는 능력과 근로자와 의사소통 역량 을 키웠으며 현대자동차에 입사한다면 저의 역량을 바탕으 로 유해 요인을 선제적으로 발굴하고 사고를 감소시켜 중대 재해가 발생할 수 없는 환경을 만들겠습니다,"산업안전기사를 취득하여 산업안전보건법 위험 기계 기구의 올바른 사용 및 유지 관리 등에 대한 지식을 갖췄습니다.
주로 대 위험 기계 기구의 핵심 위험요인 이행 여부를 파악하였습니 다.
현대자동차에 입사한다면 저의 역량을 바탕으 로 유해 요인을 선제적으로 발굴하고 사고를 감소시켜 중대 재해가 발생할 수 없는 환경을 만들겠습니다다."
86,중대재해 처벌법에서 협력사와 상생하는 법 미래의 안전관리자로서 최근 가장 이슈가 되는 중대재해 처벌법에 관심이 있습니다 이 법의 시행으로 인해 기업의 리스크가 가중되었고 도급인의 책임이 강화되었습니다 이런 상황에서 중소기업은 비용 인력 등의 문제로 대기업과 비교해 안전에 투자가 상대적으로 부족하고 중대 재해에 쉽게 노출되어 있습니다 실제로 고용노동부의 년  산업재해 사고 사망 통계에 따르면 인 미만 사업장의 사고 사망자는 전체의 약 입니다 대기업은 많은 협력사와 공생하고 있습니다 기업의 지속 가능한 경영을 위해서는 협력사 지원을 통하여 자율적인 안전 문화를 조성하여 재해율을 감소시켜야 한다고 생각합니다 본사와 협력사의 재해율 감소는 생산성 상승뿐만 아니라 고객의 신뢰와 높은 등급으로도 이어질 것입니다  현대자동차는 이러한 부분에서 타 기업에 비해 남 다른 관심을 가지고 노력하고 있습니다 를 지속 보완 및 강화하며 현장 점검 강도를 높이고 평가 및 점검 결과를 핵심 성과지표에 반영하고 있습니다 또한 협력업체 안전보건관리 역량 향상 지원으로 지역 사회 공헌과 중대재해 예방이라는 두 마리 토끼를 잡았습니다 년 등급에서 사회 부문 를 받으며 그 노력을 입증하였습 니다 저의 역량들을 바탕으로 사고 예방에 힘써 현대자동차가 계속해서 를 받는 데 이 바지하고 싶습니다,현대자동차는 협력업체 안전보건관리 역량 향상 지원으로 지역 사회 공헌과 중대재해 예방이라는 두 마리 토끼를 잡았으며 타 기업에 비해 남 다른 관심을 가지고 노력하고 있다.,"중대재해 처벌법에서 협력사와 상생하는 법 미래의 안전관리자로서 최근 가장 이슈가 되는 중대재해 처벌법에 관심이 있습니다.
대기업은 많은 협력사와 공생하고 있습니다.
기업의 지속 가능한 경영을 위해서는 협력사 지원을 통하여 자율적인 안전 문화를 조성하여 재해율을 감소시켜야 한다고 생각합니다."
87,곳의 사업장에서 재해 예방 활동을 하다 공단에서 산업 현장에 안전 순찰을 한 일이 가장 의미가 있다고 생각합니다 산업안전기사에서 이론으로 배운 내용을 실제 현장에서 적용하고 위험 요인을 보는 시야도 넓힐 수 있었기 때문입니다 한 열처리 업체에서 순찰 당시 제품 투입 부 쪽 덤프 리프트의 주변에 협착과 넘어 짐 사고 발생 가능성이 있어 보였습니다 접근금지  표지판이나 체인을 이용하여 접근 금지 조치를 할 것을 말씀드렸습니다 다른 사업장에서는 크레인의 안전 검사 미 실시분 실시 지도 미사용 프레스 유틸리티 분리 또는 철거 지도 안전 난간 설치 지도 등을 하였습니다 한 금속가공 업체에서는 산업용 로봇이 많았으나 안전 울타리와 방호 장치가 설치되어 있지 않았습니다 이를 지적하자 사업주께서는 생산을 위해선 울타리를 설치 할 수 없고 그 비용도 만만치 않을 것이라고 하셨습니다 저는 사고 사례를 통해 사고 발생 가능성을 설명해 드렸고 사고 시 입게 되는 손해에 대하여 말씀드렸습니다 또한 사업주의 금전적인 부담을 덜어 드리는 공단의 클린 사업장 조성 사업과 다른 현장에서 보았던 로봇 주변에 호이스트를 설치하는 작업 방식도 설명해 드렸습니다 위 경험을 통해 위험 요인을 파악하 는 시야 안전 문화 조성 의사소통 역량을 기를 수 있었습니다 이를 바탕으로 현대자동차에서 안전 관리 직무를 잘 수행해 낼 자신이 있습니다,한 열처리 업체에서 순찰 당시 제품 투입 부 쪽 덤프 리프트의 주변에 협착과 넘어짐 사고 발생 가능성이 있어 접근금지  표지판이나 체인을 이용하여 접근 금지 조치를 할 것을 말씀드렸으며 다른 사업장에서는 크레인의 안전 검사 미 실시분 실시 지도 미사용 프레스 유틸리티 분리 또는 철거 지도 안전 난간 설치 지도 등을 하였다.,"산업안전기사에서 이론으로 배운 내용을 실제 현장에서 적용하고 위험 요인을 보는 시야도 넓힐 수 있었기 때문입니다.
저는 사고 사례를 통해 사고 발생 가능성을 설명해 드렸고 사고 시 입게 되는 손해에 대하여 말씀드렸습니다.
또한 사업주의 금전적인 부담을 덜어 드리는 공단의 클린 사업장 조성 사업과 다른 현장에서 보았던 로봇 주변에 호이스트를 설치하는 작업 방식도 설명해 드렸습니다."
88,소품 디스플레이어를 꿈꾸며 글로벌 업계의 콘텐츠에 관한 관심이 증가하며 수요가 급증하고 있습니다 는 트렌디한 콘텐츠와 영상미로 글로벌 콘텐츠의 경쟁력을 키우며 방송산업을 선도 하고 있습니다 년 이상이 된 스테디 프로그램부터 골 때리는 그녀들 펜트하우스 등 새로운 프로그램을 통해 다양한 대 중 픽 프로그램들을 배출하고 있습니다 이를 뒷받침하는 는 미디 어 아트 전시를 개최하고 무대 세트장을 관광지로 개발하는 등 차별화된 기술력과 전략을 통해 방송 문화 산업을 선도 하고 있습니다 이러한 의 끊임없는 도전과 성공에 저의 디자인 역량을 활용한다면 디자이너로서 개인적 성장과 동시에 의 성장에도 이 바지할 수 있을 것으로 생각하여 지원하였습니다 학부생부터 다져온 스킬업 소품 디스플레이를 통해 공간을 연출하기  위해서는 공간에 대한 이 해와 표현력이 필수적인 역량이라고 생각합니다 제가 속한 과는 공간의 콘셉트를 도 출하여 연출 설계하는 인테리어의 커리큘럼으로 이루어져 조형과 공간을 구성하는데 특화된 학과입니다 학과 수업을 통해 컨셉에 맞는 공간을 기획하고 연출하여 설계도 으로 표현하는 연습을 통해 아이디어를 로 표현하는 능력을 길렀습니다 사회 경험을 통해 준비 된 공간 디자이너 브랜드의 아르바이트생으로 근무하며 공간에 대해 이해하고 연출하는 방법에 대해 배웠습니다 코엑스 를 위한 브랜드 부스 공간을 기획하고 연출한 경험이 있습니다 컨셉에 맞는 부스를 기획하기 위해 시장을 조사하고 트렌드를 분석하며 다양한 시안을 작업하였습니다 좁은 부스 공간의 가장 효율적인 동선을 고려하여 제품들을 배치하여 진열하는 제품의  수를 늘리면서도 부스 내부가 혼잡해 보이지 않게 진열했습니다 이를 통해 성실함과 작업물의 우수함을 인정받아 근로 기간을 연장하여 근무하게 되었습니다 짧은 기간이었지만 실무에서 공간의 컨셉에 맞게 소품을 디스플레이 할 때 어떤 점을 강조해야 하는지 소비자 관점에서 좋은 디스플레이란 무엇인지에 대해 많은 것을 배우 게 됐습니다 이러한 경험이 이어져 소품 디스 플레이 직무에 관심을 두게 되었습니다 의 소품 디스플레이어로서 프로그램의 첫 인상이 될 수 있는 무대의 디스플레이를 통해 시청자의 오감을 만족하게 하는 공간을 연출하여 만의 차별화된 브랜드 가치를 보여주겠습니다 콘텐츠의 방향성과 의도를 확고히 하는 섬세한 연출을 통해 대한민국 최고의 방송사 의 디자인 문화에 이 바지하겠습니다,소품 디스플레이어를 꿈꾸며 트렌디한 콘텐츠와 영상미로 글로벌 콘텐츠의 경쟁력을 키우며 방송산업을 선도 하고 있는 는 미디 어 아트 전시를 개최하고 무대 세트장을 관광지로 개발하는 등 차별화된 기술력과 전략을 통해 방송 문화 산업을 선도 하고 있다.,"는 트렌디한 콘텐츠와 영상미로 글로벌 콘텐츠의 경쟁력을 키우며 방송산업을 선도 하고 있습니다.
학과 수업을 통해 컨셉에 맞는 공간을 기획하고 연출하여 설계도 으로 표현하는 연습을 통해 아이디어를 로 표현하는 능력을 길렀습니다.
코엑스 를 위한 브랜드 부스 공간을 기획하고 연출한 경험이 있습니다.
이러한 경험이 이어져 소품 디스 플레이 직무에 관심을 두게 되었습니다.
의 소품 디스플레이어로서 프로그램의 첫 인상이 될 수 있는 무대의 디스플레이를 통해 시청자의 오감을 만족하게 하는 공간을 연출하여 만의 차별화된 브랜드 가치를 보여주겠습니다."
